	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT1G60140	8.433361347	8.426919464	7.728653694	8.121661515	8.651725545	9.31059691	9.353239104	9.284339808	7.891415295	8.631138944	5.355108986	7.114178471	7.220574015	7.57424017	7.834064988	8.043956529	7.820279846	7.802356369	8.424099852	7.910874974	7.919611412	8.873623464	7.699734847	6.812004318	7.920726441	8.299835837	10.01593758	8.262562614	8.894028718	9.490223363	8.425487313	8.878022661	9.463477784	9.6739563	7.52313833	8.809707286	8.269668197	8.874250677	8.879650506	9.155656904	8.203112489	8.689661409	7.992566895	8.355593704	8.489146079	8.26816207	9.124953884	9.179820594	9.188929213	7.817593791	8.427888561	7.931686995	8.074706374	8.15704618	8.108650828	7.467874682	8.464778471	7.671462895	7.708062527	7.361862903	7.647044947	7.310724428	7.836959369	4.380979813	6.156272115	5.416079993	5.705695018	6.539738868	6.571603291	6.896566751	6.17064842	6.364736702	8.593744295	7.685133248	6.523496276	6.413524668	6.514551548	6.140092933	4.761346198	8.881487939	8.341624003	8.880345955	10.097626	8.110591766	8.344386029	8.191625724	8.644831906	7.407489338	8.362209426	8.125391327	7.770548896	8.512243427	8.193645067	7.319118003	7.473298474	7.43727791	7.333297008	7.185862953	7.285766599	7.215770189	7.261852564	6.922104468	7.864134268	7.144123562	7.137658215	7.433476634	7.519967325	5.630888751	5.834529847	7.045525351	7.37718569	7.674299798	7.505836153	6.378177152	6.201536357	7.048747724	7.908479556	7.309450308	7.752677247	5.591203102	5.773607869	6.962930808	6.875049347	7.048132131	6.938540291	6.210319721	5.408770137	7.17154659	6.95993148	7.479944227	7.035485195
AT1G78820	6.393353305	7.219253839	6.962464428	7.884805049	6.937559819	6.533198642	6.830104283	5.772805063	5.778378328	5.704424291	9.52771576	8.901476861	9.07736261	9.543284678	9.540764401	8.771598846	9.339006241	8.192948906	9.095818467	8.273101345	8.451383817	9.542948899	7.529206552	7.006169527	6.708056809	8.759830707	8.041237147	6.2176158	8.790266618	8.412026545	7.3147664	8.985553984	9.855988043	10.74288312	8.514968356	9.101524972	8.850475869	8.894755919	8.861793556	9.345977277	7.863805181	7.90458367	7.554731243	6.93652421	7.43412189	6.663895201	7.501880749	7.271772224	7.038510715	7.457849868	7.111597654	7.892053654	7.969352045	7.842443027	7.124131523	9.541666815	8.143395569	6.797090382	7.31292121	7.496357171	7.924100155	5.009150636	5.525035967	10.58605493	9.216846957	10.27595898	8.908471297	9.994902492	9.68597017	8.513968532	6.786042548	8.115353252	9.342085454	9.009296682	9.134166804	6.730680343	6.303618899	5.987927682	5.802524667	6.44888528	6.207708997	8.908711236	8.888480398	7.223885783	9.04462766	9.020585393	8.914148446	8.845125392	8.690407174	8.492395568	7.44670788	8.959052415	8.467906144	6.95131144	7.036864259	7.330293158	6.708579058	6.375386248	6.174591192	7.569050004	7.416783347	7.13125008	7.855060735	6.733926087	7.343705164	8.829837556	8.668360474	5.964287515	5.247708821	6.101744834	6.261329583	7.724660566	6.016348348	5.73905376	5.568800025	6.21641684	5.58580964	7.105144502	6.246554017	7.538161225	5.179523507	6.848938077	5.785512724	6.368190666	5.246021092	7.154790738	5.505316247	7.734653946	6.157664784	7.081212506	5.775380764
AT1G61840	5.280143276	5.283890906	5.265450577	4.922546776	5.297616735	5.521666815	4.502866902	5.29847511	4.510792217	5.3190403	7.17414044	9.618018656	9.881293336	7.818217348	8.697466483	7.936453945	7.531705712	6.316332434	6.331682722	7.641844271	5.905496912	7.343067692	8.238721955	6.138913312	7.22402606	8.523173355	6.194903793	7.987664114	7.779092323	8.248280483	8.512357841	6.867654899	6.966284833	7.348889685	4.694354283	5.288073248	5.098262119	4.980503309	4.931144295	4.833177519	5.651753018	5.774922675	6.148545426	6.537323484	6.384083368	6.557071258	5.913531657	6.255470911	6.611614895	7.736280603	6.734588479	7.281685238	6.223956105	7.193367675	5.442030457	4.210166855	4.535274054	5.393012401	5.284034417	5.037987069	5.003990388	4.629264223	4.984238771	7.927883051	9.175219201	8.169642662	8.749283031	8.829116898	7.859401384	6.815086473	6.377760469	7.334655816	8.201237538	6.918313733	6.266258191	7.609124296	7.164122366	6.553646193	5.958123541	8.804537994	9.290928977	7.295219207	8.081025924	8.220806784	4.808518091	4.801041493	4.953817242	4.932556175	5.367894783	4.76847545	4.793176745	4.90101389	4.807891407	6.12396777	5.956103699	5.927395781	6.268563944	6.657807902	6.561613927	7.125840722	6.676290257	7.290619152	7.606822741	7.277849521	7.10225612	5.002843171	4.789239279	4.980812269	5.265889593	4.854683462	4.527164868	4.755691066	4.627728868	4.927398521	5.19141478	4.709650483	4.654174151	4.811703057	4.460072203	5.020428642	5.307992276	5.034677078	4.58475048	5.442408654	4.898833194	5.142959769	5.315084941	5.259023309	4.926005582	5.039782731	5.446733224
AT1G61930	8.131602789	7.72432405	6.576553267	7.309502521	5.604743523	5.613597708	5.043936116	5.156889469	5.500048065	5.083846987	6.615362477	5.962462977	4.633795283	4.828520469	5.146990976	5.542272219	6.012363607	5.618673347	6.348368636	5.167141964	5.134629186	5.446924129	5.100533401	4.908848378	5.183281706	6.634961274	5.306979336	5.452335126	5.732788299	5.633323858	6.191607274	7.582794689	7.269519107	6.426588269	6.866892859	6.16732105	6.649122495	6.418364427	6.174390928	5.974937982	6.554840066	6.454612485	6.661900018	7.70672798	7.536840936	7.6916652	6.959504038	6.857015956	7.060184728	9.399727264	7.939451306	8.581641327	8.745796291	8.311961731	9.188720942	6.931765744	7.345907646	6.976870327	7.1584787	5.796100581	6.427420522	6.539534778	6.136929378	5.273056208	5.014322722	4.852606234	4.937093623	5.292698029	4.847041446	6.220575193	6.504121435	6.002065996	4.552225535	5.417852237	5.599538411	5.075439712	5.194731457	4.619971261	5.723853811	5.540953516	5.632174743	6.72769136	6.650739782	7.576460051	7.090617781	7.734179455	6.974748165	6.838419246	5.95706369	6.131168738	6.749156793	6.283131639	6.580698301	7.158446773	6.973416624	7.106112602	7.354843425	6.906205983	7.18004988	8.037281126	7.313040784	8.808187766	6.827115005	7.39392343	7.547097958	6.69888118	6.972483641	6.54376688	6.481546303	7.638755749	7.581661536	6.818229096	8.038131441	6.528343512	6.682047995	7.456076007	6.996015632	7.317090458	7.844996777	6.628883602	6.032617457	7.208607435	7.264012655	7.120670223	7.221355243	7.041155927	6.056246271	6.701469298	7.567414766	7.353182407	7.060888671
AT1G70410	11.85389327	11.66374546	11.71546486	11.92414216	11.08306139	11.85452409	10.89898903	11.30057571	11.12665506	11.15668854	10.21234791	11.28000652	11.17750302	11.76354717	11.84914828	12.1960431	10.97114262	10.16889249	10.93161786	9.555902167	10.07498144	11.34384163	9.680964303	10.44863779	9.862541593	11.19037415	12.00849016	11.53118896	12.01730456	11.86750735	9.873262961	12.1996049	12.15868374	11.88150576	11.56983255	11.65928005	11.51349898	11.37462691	11.30196761	11.22429385	11.84954853	11.76029988	11.68847459	12.77600956	12.97947284	12.84176646	12.89181179	12.95736007	13.01798633	12.29584463	11.89233834	12.12931757	11.98344463	12.01490652	12.25793864	11.01118881	11.86719019	9.917463774	10.30361084	10.20706341	9.557768118	10.70970472	11.4212119	10.2226416	10.61555383	11.67485392	9.41325978	10.41000436	10.26586522	9.687917723	8.687714644	9.265725904	10.59513817	9.323503628	9.337312218	8.866088229	9.427539583	8.722371751	8.374657401	12.18860938	9.274882202	12.27183655	12.02550083	9.842139492	10.36046923	10.26172602	10.2001812	11.03855009	11.16510563	11.07971864	11.20688772	11.21307828	11.07314504	11.83516375	11.82079782	11.81285768	10.79708497	10.83772496	11.00044678	9.792068383	9.767547888	10.24091501	8.495079283	8.850204962	8.516652694	10.71729688	10.54476891	9.68834241	9.894278325	10.04525121	10.35188531	11.01005632	10.92549096	9.973804809	10.04473926	10.35263308	10.78322681	10.52383329	11.07940294	8.91395761	9.755280003	9.597648426	10.10023643	9.854706191	10.64084037	9.370162157	9.383199133	9.124952354	9.815785707	9.638269122	10.57038109
AT1G70420	4.814328037	4.954128861	4.63142547	5.415812865	7.039155762	7.246376274	6.658524695	6.893219825	8.0447383	6.994217284	6.894829288	5.366687757	7.49754345	8.303563368	7.022722639	6.464227747	5.299785824	6.100041775	5.137639709	6.140847055	5.002324604	5.603618595	5.625203855	4.906962464	5.520786707	6.142184028	6.947949376	5.641134289	8.104487789	5.865736081	5.065184245	6.626013429	6.105319887	5.984530725	6.834145378	6.768373916	6.897211843	7.031009551	7.095376732	7.503897734	5.474939365	6.064021053	5.860077692	6.933968973	6.936282497	6.743134722	6.704709023	6.738447053	6.032802476	6.852987621	6.603630443	6.796956119	6.068946401	6.04964373	5.861060359	6.741530183	6.094623608	4.959224979	4.944104229	4.608071503	4.70322072	6.770225672	7.507905983	7.143699657	5.496475618	7.754779499	5.570321114	6.438365925	5.725476228	5.069003672	5.504922249	5.281666473	6.623015131	6.048134081	5.862409509	5.376442876	5.428109567	5.442313366	6.307329472	6.485796228	5.883839627	7.334087408	6.371867267	5.556026899	6.758426937	6.466637759	5.8535167	6.352317413	6.462033799	6.922963792	6.468815881	6.918386107	7.5791193	5.463147549	5.595508599	5.802279857	5.788170543	5.787454966	5.67822022	5.978590882	6.067201433	7.142184801	5.557449815	5.935539416	5.460936865	6.37168267	5.803168745	5.118954284	5.603848687	6.42700357	6.080325425	6.047712187	6.080070912	5.747910022	5.580872156	6.057273608	5.66763627	5.536743726	6.38109937	5.699640413	4.850271181	6.257655863	6.040816804	6.396259335	5.918896171	5.664930735	5.533532333	6.519090222	6.222039753	6.720044761	6.041415383
AT1G04220	8.325019806	8.781847261	8.331630685	8.128715675	7.787690726	8.542295673	8.171579684	8.122403695	8.79828112	8.890919188	9.456802309	6.757129285	7.923513257	7.991563712	6.571979766	6.30546871	5.642770535	5.590985206	5.784622403	6.064985141	5.600784583	6.476870288	4.988055932	4.257479665	4.171755022	7.421651708	7.36545942	7.493054534	7.965028279	8.035973889	9.114496383	7.738316381	7.771779911	7.083106273	8.036638994	7.979034561	8.19531092	7.502236598	7.719014152	7.573620792	7.876150122	8.301713114	8.389093616	8.558116057	8.653735101	8.449818955	7.830083252	7.8539682	7.711235522	7.781805512	7.911875308	7.653225937	8.215508876	8.089361779	8.07340905	9.308184334	8.742654961	8.501852301	9.150855723	8.613177848	8.482682688	8.366486592	8.618401467	8.752401591	7.626688327	9.382803968	7.960921638	7.724038627	7.585870127	5.436364046	5.989859866	6.836499408	6.085668151	6.205444262	7.269874974	5.10164498	4.610723593	4.814989372	7.766824511	7.537004717	9.036584982	8.122285523	7.802505309	8.810564204	7.713885335	7.934498971	7.501208385	8.679808584	8.565556037	8.383337492	8.073308506	7.830100629	8.19715386	8.052810614	8.308106837	8.634879393	9.304809798	8.724474008	8.798586368	8.501187316	8.233331086	8.675632655	8.502362975	8.598663312	8.917238881	9.450500211	9.131312406	8.143130452	8.074443624	8.571292018	8.495640253	8.608969864	8.507382382	7.976526494	7.728684391	8.462271247	9.629456008	8.263794299	8.895124608	8.013341576	7.522962952	8.698902079	8.5517183	8.755979836	8.418434216	8.368399866	7.53840484	8.573391572	8.667780867	8.788704592	8.740120664
AT1G04180	4.500448978	4.407030966	4.704124338	4.897569422	5.676290225	4.707840973	4.557989742	4.54775327	5.40437631	5.064301551	5.849162853	8.009692495	7.912401831	7.246551277	6.165574399	7.256732452	7.013597631	5.748412635	5.474839017	6.596055919	6.434728146	4.981298299	6.677128496	5.82401219	5.764985816	4.522400183	4.465672075	5.116301252	5.366692879	5.151445229	5.239879707	5.634680059	5.785510425	4.981663248	5.689625036	5.326730599	5.949379413	5.33535746	5.213039114	5.191719617	4.989340089	4.891316068	4.925062027	5.283762197	5.535646039	5.687361	5.973109193	5.885901059	5.920013583	5.372229638	5.351163112	5.088285452	4.517880138	4.649807887	4.74056531	4.048658534	4.34828452	4.943458454	4.874493911	4.936347774	5.318830495	5.354532355	5.529556159	5.628383207	7.807784374	7.988281605	5.427986283	6.546069591	6.255235232	6.589296048	5.791939347	6.229308265	5.516770979	6.531675274	7.457495487	5.972124355	6.430777734	5.842841477	4.499655523	4.904144415	4.879473993	5.039354543	4.730761726	5.135519255	5.664223296	5.189534993	5.368829306	5.817402648	5.315070893	5.783259434	5.488948114	5.253310507	4.967909683	5.293998012	5.207248444	5.36833795	6.345136005	6.477819347	6.35061914	5.559210851	5.229576974	5.612970263	4.963597262	5.194798181	4.848590339	4.624552253	4.811438416	4.817536108	4.21267056	5.212651889	4.961133684	4.060740473	4.468654748	5.293951606	4.252784878	4.636987272	4.180657089	4.28727466	4.500647963	4.211986024	4.714232607	5.153213257	5.077722539	5.51146787	4.737784559	4.354089838	4.64219314	4.87016278	5.513563279	5.067398048	4.838300788
AT1G04160	6.296731414	6.352971885	5.315785064	5.602926728	4.698254453	4.990157794	4.993773258	4.770945768	4.924289674	5.096789207	5.089202153	5.799808312	5.205873919	5.400555219	4.990616061	5.330449405	4.939893637	5.116120232	4.837961447	4.832111191	4.69566849	4.889857824	5.601140773	5.233462832	5.060422319	4.822160974	5.327149042	4.695197603	4.748724539	4.691470927	5.647895923	5.179666068	5.586642924	5.180495232	5.320355465	5.602415251	5.818749358	5.555925047	5.698517644	5.540694501	6.344815344	6.342796401	6.280248419	6.635679157	6.497667595	6.972406666	6.018191295	6.055449474	6.607436795	5.901217144	5.717340517	5.850286451	5.000404036	5.124186731	5.363977139	5.796500535	6.098932331	6.053578242	6.555367247	5.83872916	5.474820961	5.187721793	4.972753227	4.763582162	6.544033067	5.654156912	5.280386057	5.413075041	5.129598951	5.164478074	5.158148815	5.2927297	4.620141993	5.013695281	5.33826817	5.807060788	5.723137053	5.378996198	5.984745473	4.374610529	5.065507488	4.194096469	4.740643588	4.996792515	5.316525599	5.61200861	4.996073191	6.086465255	6.000567286	5.706257051	6.311929704	6.028080654	6.320737643	6.61923914	6.646470417	6.27372985	6.71110112	7.028082751	6.533777954	6.306644259	6.330911546	5.295784543	5.229701834	4.624081459	5.304035499	6.140180685	6.272060056	5.300020252	5.633291281	5.847045153	5.961497423	6.003297107	5.889242626	5.395641129	5.883385699	6.062344001	6.61756439	5.784050813	6.336294083	5.118933142	5.660657512	5.745846735	5.204636584	5.839373383	5.735625662	5.433918621	5.353523627	5.612293378	5.456122195	5.409338584	6.281212023
AT1G70290	6.725942475	6.614873361	6.200714062	7.194647717	8.388734114	8.591014264	8.824690215	8.774956885	7.359853796	7.932158154	7.81822395	9.406482127	8.204121236	8.767580416	8.944381775	8.387088553	9.445085835	8.726000008	9.286215511	8.271691501	8.596041228	8.457906804	9.371857019	9.49769645	9.921246246	7.99887821	8.715056466	7.473725097	8.557626425	8.364763932	7.035437851	8.217114129	9.175079956	10.03728499	6.595209871	8.589741379	7.338343106	7.64578145	8.156320486	7.779366198	5.825246173	6.989148934	6.025177551	7.923749254	7.921814309	7.704963698	7.740362089	7.824430212	7.79592335	6.808821388	7.075855586	6.82594335	7.567994812	8.295261195	7.425895018	7.698006574	8.767322258	6.037340903	6.161993487	6.692491847	7.446638447	8.025050395	7.768661705	8.081799054	8.323454278	6.987071572	7.765551654	7.711666989	8.083261326	9.180913107	8.26171655	8.091294837	8.925491	8.630877048	7.807017764	8.490221109	8.049077882	8.551108093	6.614499961	7.804846793	7.058623429	7.824558274	8.625225015	6.434840602	8.65375661	8.041412531	8.938140055	6.754992566	7.877217784	7.700806871	6.289118577	7.986978626	7.309835805	5.779700928	5.996104355	6.547401366	7.149481234	6.718788364	7.205220116	6.616247006	6.419912972	5.670176815	7.514938663	6.701423766	7.024334513	7.303997922	6.884530358	4.594067285	5.228580522	5.131915681	5.652559849	7.352819425	5.326715609	4.493018051	5.297163146	4.73599535	6.365487443	5.751921731	5.79019161	4.964306548	4.84522084	4.740190673	4.645663197	5.66050425	5.103276778	4.84413782	5.179003912	4.687442247	4.786221176	6.009134159	5.343911565
AT1G12110	12.26663439	12.33179726	12.30615776	11.92002611	12.31458969	12.6639528	12.40289978	12.56396082	11.75851944	11.99114707	10.4911073	11.31411603	12.1844234	12.61170251	12.55162469	12.63753726	10.00242888	10.65053017	9.445788025	10.62050448	10.42683508	12.10354199	10.98427926	9.530030117	9.942149943	11.79058652	12.69272628	12.0848985	12.46393812	12.73647048	11.80425294	12.10987866	11.89952833	11.21953513	11.5250966	11.50741782	11.92876431	11.00773585	10.99118895	10.8920312	10.81520443	11.06548332	11.16076496	11.57346214	11.49164279	11.5752151	12.47022227	12.34537384	12.22254725	11.73886237	12.14121157	11.86431335	12.60406572	12.55144306	12.49974878	9.177232551	10.12161453	9.9268289	10.05516112	8.655914154	9.178002933	12.13852119	12.44045292	10.99001404	11.51646227	12.37600931	11.55702034	12.1209577	12.21230656	9.249715315	8.91049995	10.08157933	11.64590028	10.95166417	11.42669991	10.123842	9.914201438	8.691512171	7.643041194	12.70109674	11.98662347	12.67343959	12.85913747	11.97923299	9.726144576	9.901213878	9.70799768	11.21712563	11.29346746	11.38324816	10.20581341	10.6045918	10.66982659	10.04728106	10.23489042	10.10311652	8.700962801	8.679201805	8.959147613	10.08017183	10.76737307	10.19818373	11.41345116	11.02607775	11.02905831	8.072576669	7.825484188	8.135788224	7.918565864	8.706637908	8.782632247	9.445763104	9.342387242	8.166196629	8.327191182	8.453630933	7.785389419	8.913383344	9.381455196	8.088146627	8.220269551	8.612083969	8.274579996	8.578183637	8.124758915	8.43192722	8.046708267	8.319497613	8.314228756	8.699179676	8.207197095
AT1G03220	10.73247931	11.15655777	11.23052044	11.47008987	11.50421512	11.21536453	11.64900158	10.80222375	11.8735661	11.75948974	10.48304624	11.83416111	11.76537764	11.66686013	11.459015	11.47954603	10.93096953	9.84644752	11.09336253	10.73514262	10.51507392	11.31061548	10.5300193	11.67532122	10.97425476	11.11957639	11.61119365	11.5977206	11.84807429	12.1844234	11.42507246	11.82305026	11.70105629	11.78668105	11.55008381	12.10342437	12.38335661	12.12807987	12.12473767	12.50279654	11.71287396	11.76050731	11.79446396	10.85074891	10.70523881	10.46077274	11.26107967	11.10684151	11.11435737	10.83297397	11.15742035	10.91571166	11.81878653	11.91226966	11.41241027	12.28987967	11.55537128	10.93108448	11.04171341	10.95690304	11.38640089	10.6854077	10.37147036	10.08411108	11.22056434	11.82983691	11.01982208	11.32659306	11.16195479	9.725204208	9.705607903	10.48756936	11.25861756	11.12185008	11.35496518	10.7666015	9.709866619	10.63775329	6.906065176	11.41537965	11.18060482	11.64601677	12.35081475	11.42148302	11.50568188	11.61218741	11.20430987	11.68364641	11.81878653	11.88961621	11.57490262	11.93324455	11.93061592	11.17240531	11.24509911	11.48727139	10.38416411	9.911910367	9.719276345	10.39988711	10.70018788	10.02326773	11.67698268	11.67123617	11.35089812	11.969881	11.36911737	10.35666498	9.885382	11.03730501	10.75547807	10.8693636	10.82037439	10.54101373	10.07406082	10.86524287	9.98312831	11.35393555	10.7667751	10.91664045	9.971598013	11.35937311	10.5510301	11.23040036	10.44636936	11.27008466	9.696081368	11.60185182	11.2855942	11.61422641	10.51991846
AT2G25090	4.544445465	5.578386668	5.456092163	5.453958083	4.912653265	5.685756238	5.153117767	4.830000271	5.375740808	5.220835522	6.387522263	4.692257876	4.881871601	5.519873085	5.274591198	5.627747782	4.858104351	4.92868639	4.996774649	4.646407369	5.470882887	6.002021578	4.435505762	4.526201852	4.736786523	5.517678195	7.309059019	4.987512985	6.220171495	6.795302168	5.418512731	5.422635151	5.103972588	5.158237749	5.167195939	5.962385154	5.554289629	5.038880865	5.020772862	5.17080492	5.306909329	5.61966675	5.122404148	7.176586123	7.348715937	7.068080825	7.726661311	7.887786037	8.068597285	5.003503368	5.509303945	5.4066047	5.72751862	6.082879375	5.399743389	5.150401212	5.28711262	4.609588264	5.271650292	4.502065745	4.535228046	4.972679804	4.23547013	5.320231387	4.844797946	5.095607588	4.82029407	4.869842878	4.36043499	4.907404462	4.871072566	5.122748595	4.999367409	4.991221706	4.759297213	4.36040536	4.195073883	4.440771898	4.39197803	6.225587527	5.233046353	6.775541847	7.195444708	5.517339535	5.227012131	4.483582062	4.857017295	4.957464153	5.629355813	5.305213828	4.735968488	5.161591777	4.762226323	5.545938813	5.399743389	5.839881042	5.615297771	5.413901093	5.64833061	5.351066172	4.565902146	5.228971586	5.850738676	5.253687632	5.732999846	5.117958255	5.043278086	5.113735887	5.517511294	5.648998142	6.036271568	6.224960625	5.885101612	5.301255731	5.570217528	5.694519894	6.988619261	5.952258699	5.966569976	5.003370345	5.565645491	5.669510985	5.870692103	5.922317926	5.668515616	5.239682618	5.217893615	5.585011421	5.844520834	5.982947252	5.825323359
AT1G61800	4.382335408	4.484356468	4.364687632	4.324727769	4.138021838	4.36540434	4.522906296	4.678320935	4.569593364	4.286231499	5.729560836	4.533475554	4.265033965	4.661004457	4.689496698	5.352621689	4.412001808	4.654576846	4.922108201	4.552377825	4.743610063	5.035545202	4.222032403	4.451353943	4.577305807	4.839605667	4.514413039	4.407775479	4.489345831	4.48095239	4.434925935	3.772210881	4.065508698	4.001524835	4.157767925	4.24128376	4.349823788	4.34268883	4.067694867	4.228579441	4.221583197	4.174369192	4.353878756	3.657347929	3.649445968	3.898951057	3.856257302	3.865005781	4.036342991	4.122177265	3.825668973	4.714437547	4.038578297	4.184715548	4.285243574	4.905078264	4.055259071	4.529789887	5.246551301	7.300378957	5.072071297	4.049543936	4.291291411	5.918837898	5.436858671	4.800891868	4.280564761	4.656381846	4.504290974	4.479941471	4.522064951	4.899867679	4.682494704	3.990113357	4.874940738	4.401462124	4.517902929	4.353715517	5.738572686	4.913658114	4.881104179	4.779632632	4.681978954	4.389228355	3.883072674	4.111189968	3.939948417	4.247709808	4.054707722	4.356376945	4.189431949	4.117926569	4.266968741	4.072524196	4.238503869	4.198188435	4.035242847	3.521034343	3.787093124	4.449337475	4.174139347	7.678442845	5.292116081	4.161262479	4.44592558	5.002062196	4.011480983	4.207949882	4.285290398	4.130403565	4.164332251	5.338990473	3.97190182	4.206600414	4.383594611	4.002311723	4.197634711	4.300970266	4.081264058	4.362586043	4.322929154	4.103757329	4.174239183	4.033890479	4.056610026	4.440546083	4.108590518	4.28039757	3.945641546	3.859829078	4.062347676
AT2G25150	5.143496052	5.362641621	4.102057579	4.087981279	3.514352135	4.001770524	3.98217358	3.917436394	3.837948155	3.775670294	5.286426115	3.75615439	3.997977423	4.357406938	3.633149465	4.972092951	4.036831846	4.179237194	4.116776496	3.776394972	3.924612486	6.272188174	3.389609454	3.737709901	3.885723945	3.67527245	3.53244221	3.981750021	3.751241176	3.821091534	3.674104377	4.536609153	4.171379986	4.251744987	5.120657865	4.65510722	4.81670287	4.561952648	4.50486649	4.110709027	4.96647164	4.11971728	4.088814666	5.487851235	5.40170657	5.467384508	5.123366751	4.371000792	4.396536527	4.850416022	3.548757523	3.940949413	4.115801959	3.409783592	3.957212144	3.58384439	3.867519143	5.18954631	5.382157922	4.125837716	3.965143507	4.103719468	3.764175367	4.235813113	3.560834668	3.934644493	3.994711386	3.721092322	4.833394075	3.928111683	3.868265784	4.041426237	4.18161337	4.099758919	3.902944506	3.780795252	3.859541673	3.782737236	5.417820713	3.926473679	3.494490599	3.930154071	3.628246093	3.750115408	4.346379779	4.265431194	4.170999474	4.979728368	4.427586541	4.400200269	4.423894331	4.118740817	4.109959998	4.001284749	3.844272414	3.981648935	4.277197109	4.186526585	4.090998366	3.795217865	3.819953911	3.81421326	3.456418427	3.52721674	3.654645653	3.838563033	4.161952745	4.021099775	3.977192642	3.709339462	3.985409587	3.807085798	3.56969959	3.893302717	3.986085396	3.736620604	3.87500706	3.877848461	3.676691696	3.925319812	3.784055129	3.677579448	4.080106467	3.812511465	3.887966115	3.849915948	3.825297479	3.876141201	3.872494005	4.00725129	3.863691265
AT1G61740	9.247332998	8.661583285	8.786905229	8.949743189	10.02876623	10.53994893	10.4478629	10.41098182	9.857103765	10.58410953	8.624157263	9.467160588	9.200482962	9.332664922	9.729798391	9.279525021	9.395759574	9.478745958	9.3126704	9.814897479	9.505532226	10.14907717	9.089646143	8.489616686	8.786890955	9.880877341	10.76264393	9.753151842	10.46234281	9.960462027	8.75333186	9.989514502	10.42372938	10.73644228	8.79343934	9.273130011	8.859042245	9.367480987	9.255597936	9.514248437	8.362146848	8.649232329	8.575863875	10.68683474	10.67375006	10.70969115	10.77901581	10.71261007	10.5785384	11.21363991	10.38984184	11.05979317	10.55070408	10.63234412	11.15746869	9.32035559	9.641388234	7.641991347	7.246694962	7.239112829	7.299283517	10.02939073	10.31137657	8.186137852	9.514362353	9.801854587	8.991867883	9.450512714	9.08547403	9.032440333	8.372361562	8.72533139	10.15539548	9.461729935	9.765599032	7.997660568	8.156579781	7.663726621	9.038802048	10.17476052	8.69440433	10.27007005	10.17563319	8.594771644	8.42752323	8.575788717	9.22244321	8.161423276	8.75864321	8.661072437	8.834661318	9.299542616	8.971616631	8.683891919	8.757018526	8.669495743	9.440358834	9.214080715	9.287067891	9.628512057	9.660415526	10.55126028	8.723566392	8.186198483	8.472673181	9.010324894	8.759553726	8.414409577	8.724498006	8.317214247	8.458732554	9.116023224	8.789199945	8.407952453	8.698493199	8.299538882	7.99277706	8.847125521	8.918298055	8.445980133	8.789622744	8.21119305	8.389200678	8.36988694	8.320393658	8.517115009	8.696566916	8.187214785	8.369919802	8.353091589	8.249514929
